date,CHF,EUR,GBP,USD
2024-04-30,4.4217,4.3213,5.0598,4.0341
2024-05-02,4.4345,4.3323,5.067,4.0474
2024-05-06,4.4438,4.3294,5.0583,4.0202
2024-05-07,4.412,4.3116,5.0228,4.0056
2024-05-08,4.4253,4.3195,5.0157,4.0202
2024-05-09,4.4061,4.2993,4.9986,4.0076
2024-05-10,4.3984,4.2979,4.9961,3.9866
2024-05-13,4.3964,4.2977,4.9947,3.9853
2024-05-14,4.3737,4.2812,4.9741,3.9701
2024-05-15,4.3498,4.2635,4.9651,3.9368
2024-05-16,4.3445,4.2617,4.9679,3.9195
2024-05-17,4.3302,4.2685,4.979,3.9363
2024-05-20,4.3072,4.2575,4.9743,3.9149
2024-05-21,4.3052,4.2572,4.9798,3.9175
2024-05-22,4.2994,4.2575,4.995,3.9243
2024-05-23,4.3072,4.2699,5.0113,3.9394
2024-05-24,4.3039,4.2624,5.0022,3.9376
2024-05-27,4.2862,4.2528,4.9951,3.9196
2024-05-28,4.2959,4.2592,5.0032,3.9183
2024-05-29,4.2996,4.2529,5.0055,3.9244
2024-05-31,4.3471,4.2678,5.0056,3.9389
2024-06-03,4.3756,4.2817,5.0181,3.9501
2024-06-04,4.4067,4.2923,5.0403,3.9448
2024-06-05,4.4397,4.3081,5.0606,3.9607
2024-06-06,4.4311,4.2997,5.0543,3.953
2024-06-07,4.4284,4.2891,5.0371,3.9389
2024-06-10,4.4771,4.3197,5.1033,4.0159
2024-06-11,4.5095,4.3456,5.1464,4.0443
2024-06-12,4.4994,4.3354,5.1465,4.0342
2024-06-13,4.4804,4.3355,5.135,4.0119
2024-06-14,4.569,4.3581,5.1857,4.076
2024-06-17,4.567,4.3608,5.1616,4.0728
2024-06-18,4.5614,4.3468,5.1423,4.0549
2024-06-19,4.5671,4.3376,5.1421,4.0387
2024-06-20,4.5359,4.3238,5.1224,4.0345
2024-06-21,4.5437,4.3331,5.1291,4.0527
2024-06-24,4.5104,4.3198,5.1037,4.0319
2024-06-25,4.4732,4.2909,5.0774,3.9975
2024-06-26,4.4903,4.3087,5.1027,4.0291
2024-06-27,4.4906,4.3085,5.0934,4.0312
2024-06-28,4.4813,4.313,5.0942,4.032
2024-07-01,4.4335,4.2981,5.0587,3.9915
2024-07-02,4.465,4.3286,5.0988,4.0375
2024-07-03,4.4253,4.3021,5.0768,3.999
2024-07-04,4.4138,4.2975,5.075,3.9784
2024-07-05,4.4059,4.2858,5.0582,3.9581
2024-07-08,4.4078,4.278,5.06,3.947
2024-07-09,4.3841,4.2633,5.0444,3.9391
2024-07-10,4.3819,4.2529,5.0318,3.9324
2024-07-11,4.3698,4.2586,5.0547,3.9257
2024-07-12,4.3647,4.2567,5.0621,3.9099
2024-07-15,4.358,4.2499,5.0603,3.896
2024-07-16,4.3658,4.2604,5.0668,3.9083
2024-07-17,4.4183,4.2904,5.1088,3.921
2024-07-18,4.4436,4.2954,5.1032,3.9296
2024-07-19,4.4425,4.293,5.0974,3.9461
2024-07-22,4.4276,4.2797,5.0813,3.9307
2024-07-23,4.4214,4.281,5.0861,3.9355
2024-07-24,4.441,4.2796,5.0939,3.9498
2024-07-25,4.4984,4.2971,5.1053,3.9619
2024-07-26,4.4618,4.2773,5.0709,3.9415
2024-07-29,4.4686,4.2847,5.0683,3.9556
2024-07-30,4.4646,4.2845,5.0882,3.9567
2024-07-31,4.5034,4.2953,5.0922,3.9689
2024-08-01,4.5444,4.2924,5.0867,3.9802
2024-08-02,4.5508,4.2903,5.0525,3.9672
2024-08-05,4.6263,4.3073,5.0196,3.9331
2024-08-06,4.6202,4.313,5.0253,3.9467
2024-08-07,4.6025,4.3158,5.0204,3.9526
2024-08-08,4.604,4.3225,5.0195,3.952
2024-08-09,4.5762,4.3238,5.0556,3.9604
2024-08-12,4.5464,4.3123,5.0404,3.9488
2024-08-13,4.5329,4.2945,5.0319,3.9314
2024-08-14,4.5176,4.2933,5.0036,3.8963
2024-08-16,4.4797,4.2732,5.014,3.8914
2024-08-19,4.474,4.2693,5.0177,3.8682
2024-08-20,4.4771,4.2665,5.0062,3.8506
2024-08-21,4.5095,4.2879,5.0183,3.8565
2024-08-22,4.5174,4.285,5.0427,3.8456
2024-08-23,4.5132,4.2769,5.0486,3.8453
2024-08-26,4.5261,4.2803,5.0526,3.8284
2024-08-27,4.5219,4.2802,5.0662,3.8331
2024-08-28,4.571,4.2938,5.0986,3.8539
2024-08-29,4.579,4.2862,5.0993,3.867
2024-08-30,4.5532,4.2798,5.0947,3.8644
2024-09-02,4.5513,4.2812,5.0806,3.8684
2024-09-03,4.5387,4.2757,5.0777,3.8701
2024-09-04,4.5647,4.2815,5.0828,3.8738
2024-09-05,4.5485,4.2717,5.0685,3.8487
2024-09-06,4.577,4.279,5.0678,3.8489
2024-09-09,4.5687,4.2818,5.0729,3.8758
2024-09-10,4.5746,4.2827,5.077,3.8798
2024-09-11,4.59,4.2864,5.0778,3.8816
2024-09-12,4.5674,4.2986,5.0916,3.9025
2024-09-13,4.5574,4.2883,5.0812,3.8659
2024-09-16,4.5518,4.2753,5.0694,3.8438
2024-09-17,4.5484,4.2748,5.0742,3.8354
2024-09-18,4.545,4.2691,5.0657,3.8358
2024-09-19,4.5209,4.2693,5.0728,3.8249
2024-09-20,4.5223,4.2779,5.0961,3.8317
2024-09-23,4.5321,4.2785,5.1187,3.8571
2024-09-24,4.5173,4.2668,5.1237,3.83
2024-09-25,4.5027,4.2634,5.1001,3.8117
2024-09-26,4.5074,4.2665,5.1123,3.8294
2024-09-27,4.5396,4.2761,5.1312,3.8368
2024-09-30,4.5279,4.2791,5.1241,3.8193
2024-10-01,4.5574,4.2846,5.1445,3.859
2024-10-02,4.583,4.2952,5.1575,3.8792
2024-10-03,4.578,4.299,5.1084,3.8951
2024-10-04,4.5934,4.313,5.1465,3.9118
2024-10-07,4.5876,4.3185,5.1527,3.9368
2024-10-08,4.5988,4.3203,5.1478,3.9299
2024-10-09,4.5785,4.3026,5.1347,3.9266
2024-10-10,4.5737,4.3029,5.1452,3.9355
2024-10-11,4.579,4.2926,5.1252,3.9204
2024-10-14,4.5688,4.2928,5.1334,3.9288
2024-10-15,4.5652,4.2913,5.1433,3.9332
2024-10-16,4.5777,4.2955,5.1323,3.9468
2024-10-17,4.5991,4.3174,5.1631,3.9786
2024-10-18,4.5852,4.3048,5.18,3.9718
2024-10-21,4.5985,4.3178,5.1813,3.9775
2024-10-22,4.6063,4.3159,5.1777,3.9862
2024-10-23,4.636,4.3344,5.2168,4.0176
2024-10-24,4.64,4.3396,5.2062,4.0168
2024-10-25,4.6403,4.3533,5.2188,4.0219
2024-10-28,4.6359,4.3478,5.216,4.0207
2024-10-29,4.6472,4.3542,5.2243,4.0251
2024-10-30,4.6144,4.335,5.1982,3.9989
2024-10-31,4.6296,4.353,5.2007,4.0059
2024-11-04,4.6164,4.3443,5.1715,3.9869
2024-11-05,4.6437,4.3607,5.1978,4.0038
2024-11-06,4.6437,4.3662,5.2368,4.0595
2024-11-07,4.6122,4.3431,5.2166,4.0414
2024-11-08,4.6031,4.3244,5.1992,4.0117
2024-11-12,4.646,4.357,5.2579,4.1011
2024-11-13,4.6288,4.3416,5.2092,4.0853
2024-11-14,4.635,4.3365,5.2178,4.122
2024-11-15,4.6041,4.3198,5.1743,4.0898
2024-11-18,4.6275,4.332,5.1784,4.0997
2024-11-19,4.646,4.3308,5.1844,4.1052
2024-11-20,4.6444,4.3404,5.2093,4.112
2024-11-21,4.6748,4.3469,5.2215,4.1332
2024-11-22,4.6959,4.343,5.224,4.1752
2024-11-25,4.6457,4.3319,5.1929,4.1297
2024-11-26,4.6361,4.3157,5.1639,4.1073
2024-11-27,4.6408,4.309,5.1645,4.0974
2024-11-28,4.6238,4.3085,5.1751,4.0907
2024-11-29,4.6268,4.3043,5.1747,4.077
2024-12-02,4.6077,4.2923,5.1871,4.0827
2024-12-03,4.6089,4.2927,5.1726,4.0803
2024-12-04,4.6041,4.2899,5.1776,4.0845
2024-12-05,4.5827,4.2695,5.1589,4.0554
2024-12-06,4.5898,4.2669,5.1467,4.0341
2024-12-09,4.5813,4.2581,5.1454,4.0298
2024-12-10,4.6025,4.2672,5.168,4.0518
2024-12-11,4.5944,4.2661,5.172,4.0628
2024-12-12,4.5949,4.2818,5.1979,4.074
2024-12-13,4.5534,4.2722,5.1491,4.0738
2024-12-16,4.5563,4.2622,5.1339,4.0571
2024-12-17,4.527,4.2599,5.1538,4.0623
2024-12-18,4.5448,4.2628,5.1536,4.0621
2024-12-19,4.5685,4.2633,5.1837,4.0944
2024-12-20,4.5801,4.2572,5.1264,4.1002
2024-12-23,4.5728,4.2621,5.1472,4.095
2024-12-24,4.5654,4.2739,5.1549,4.1127
2024-12-27,4.5604,4.2747,5.1332,4.1036
2024-12-30,4.5413,4.2738,5.1516,4.096
2024-12-31,4.5371,4.273,5.1488,4.1012
2025-01-02,4.5554,4.2668,5.1448,4.1219
2025-01-03,4.5658,4.2718,5.1498,4.1512
2025-01-07,4.5097,4.2515,5.1217,4.077
2025-01-08,4.533,4.2656,5.1467,4.1335
2025-01-09,4.5555,4.2794,5.1,4.1523
2025-01-10,4.5341,4.2657,5.0952,4.1415
2025-01-13,4.5699,4.2715,5.0733,4.1904
2025-01-14,4.5477,4.2737,5.0729,4.1658
2025-01-15,4.5331,4.2611,5.0499,4.133
2025-01-16,4.5476,4.262,5.054,4.1433
2025-01-17,4.5503,4.2691,5.0567,4.1462
2025-01-20,4.5221,4.2587,5.0318,4.1321
2025-01-21,4.5138,4.2554,5.0342,4.1101
2025-01-22,4.4947,4.2461,5.0265,4.0646
2025-01-23,4.4658,4.2182,4.9905,4.0515
2025-01-24,4.4365,4.21,4.9858,4.0124
2025-01-27,4.4605,4.2176,5.021,4.021
2025-01-28,4.453,4.2092,5.0208,4.0337
2025-01-29,4.4625,4.2077,5.0232,4.0443
2025-01-30,4.4502,4.2039,5.0259,4.0393
2025-01-31,4.4549,4.213,5.0404,4.0576
2025-02-03,4.507,4.2305,5.0826,4.1352
2025-02-04,4.4924,4.2249,5.0777,4.0864
2025-02-05,4.4779,4.2059,5.0603,4.0426
2025-02-06,4.4861,4.2073,5.0468,4.0613
2025-02-07,4.4506,4.1898,5.0237,4.0321
2025-02-10,4.4545,4.1872,5.0312,4.0548
2025-02-11,4.4412,4.1783,5.0076,4.0497
2025-02-12,4.4166,4.1721,5.0055,4.0215
2025-02-13,4.4016,4.1652,4.9916,3.996
2025-02-14,4.4043,4.1632,4.9999,3.972
2025-02-17,4.4152,4.1635,5.0048,3.9749
2025-02-18,4.4124,4.1574,5.0074,3.9729
2025-02-19,4.4079,4.1582,5.0247,3.9875
2025-02-20,4.4313,4.1723,5.043,3.9974
2025-02-21,4.4313,4.1705,5.0393,3.9835
2025-02-24,4.4187,4.1609,5.0216,3.9734
2025-02-25,4.4041,4.1339,4.983,3.947
2025-02-26,4.4076,4.1394,4.9896,3.9434
2025-02-27,4.3965,4.1371,5.0031,3.9459
2025-02-28,4.4344,4.1575,5.0373,3.9993
2025-03-03,4.4528,4.1827,5.0656,4.0112
2025-03-04,4.4356,4.1568,5.0324,3.9543
2025-03-05,4.3787,4.1545,4.9787,3.8785
2025-03-06,4.3645,4.1766,4.9798,3.8674
2025-03-07,4.3762,4.176,4.9747,3.8448
2025-03-10,4.3977,4.1857,4.9797,3.8573
2025-03-11,4.3669,4.1977,4.9771,3.8481
2025-03-12,4.3568,4.2017,4.9795,3.8496
2025-03-13,4.3722,4.196,4.9982,3.8568
2025-03-14,4.3531,4.179,4.9786,3.8509
2025-03-17,4.3423,4.1777,4.9646,3.8329
2025-03-18,4.337,4.1776,4.96,3.8152
2025-03-19,4.38,4.1945,4.9914,3.8473
2025-03-20,4.3844,4.1972,5.0104,3.8675
2025-03-21,4.3911,4.1979,5.0148,3.8774
2025-03-24,4.3764,4.1832,5.0017,3.859
2025-03-25,4.3655,4.1664,4.9879,3.8578
2025-03-26,4.3696,4.1686,4.9843,3.8614
2025-03-27,4.4003,4.1913,5.0276,3.8913
2025-03-28,4.3976,4.1819,5.0266,3.8817
2025-03-31,4.3875,4.1839,5.002,3.8643
2025-04-01,4.38,4.1818,4.9968,3.8656
2025-04-02,4.3763,4.1794,5.0011,3.8707
2025-04-03,4.3827,4.1791,4.9962,3.7968
2025-04-04,4.5069,4.2403,5.0063,3.856
2025-04-07,4.5933,4.2975,5.0322,3.9097
2025-04-08,4.5702,4.2946,5.0077,3.927
2025-04-09,4.6068,4.2818,4.9797,3.8828
2025-04-10,4.5657,4.2644,4.9722,3.8637
2025-04-11,4.6249,4.2972,4.9297,3.7606
2025-04-14,4.5976,4.2776,4.9475,3.7564
2025-04-15,4.6257,4.2767,4.9871,3.7692
2025-04-16,4.6317,4.3033,5.0302,3.7851
2025-04-17,4.6144,4.2879,4.9891,3.7684
2025-04-18,4.5982,4.2823,4.9983,3.7661
2025-04-22,4.5919,4.2801,4.9824,3.722
2025-04-23,4.575,4.2893,5.0059,3.7583
2025-04-24,4.5484,4.2789,5.0011,3.7599
2025-04-25,4.5278,4.2688,5.0033,3.7611
2025-04-28,4.539,4.2766,5.0248,3.7701
2025-04-29,4.5404,4.2646,5.0231,3.7458
2025-04-30,4.5562,4.2778,5.0283,3.7617
2025-05-02,4.5654,4.275,5.0141,3.7722
2025-05-05,4.5764,4.276,5.0144,3.7752
2025-05-06,4.5855,4.2806,5.0319,3.7789
2025-05-07,4.5595,4.2757,5.0205,3.7642
2025-05-08,4.5762,4.2714,5.0199,3.784
2025-05-09,4.5389,4.2414,5.0002,3.7681
2025-05-12,4.5164,4.2337,5.0156,3.8011
2025-05-13,4.5564,4.2525,5.0556,3.8266
2025-05-14,4.5206,4.2455,5.0419,3.7775
2025-05-15,4.5184,4.2378,5.0238,3.7804
2025-05-16,4.531,4.2392,5.0371,3.7853
2025-05-19,4.5608,4.2785,5.0801,3.8004
2025-05-20,4.5376,4.2497,5.0483,3.7747
2025-05-21,4.5365,4.2403,5.0178,3.7452
2025-05-22,4.5456,4.2447,5.0334,3.7559
2025-05-23,4.5392,4.2541,5.0587,3.7506
2025-05-26,4.545,4.2514,5.0651,3.7344
2025-05-27,4.5369,4.2479,5.0664,3.743
2025-05-28,4.5306,4.2447,5.0601,3.7456
2025-05-29,4.53,4.2369,5.0593,3.7588
2025-05-30,4.5555,4.2507,5.0552,3.7537
2025-06-02,4.5592,4.2578,5.049,3.7282
2025-06-03,4.5718,4.2721,5.059,3.7437
2025-06-04,4.564,4.2778,5.0808,3.7525
2025-06-05,4.57,4.2791,5.0869,3.7495
2025-06-06,4.5696,4.2881,5.0867,3.7565
2025-06-09,4.5628,4.2772,5.0798,3.7427
2025-06-10,4.5486,4.2611,5.038,3.7352
2025-06-11,4.5382,4.2643,5.034,3.7306
2025-06-12,4.5333,4.2631,5.0098,3.6929
2025-06-13,4.5604,4.272,5.0247,3.7056
2025-06-16,4.5317,4.2612,4.9976,3.6804
2025-06-17,4.5527,4.275,5.0138,3.7005
2025-06-18,4.5446,4.2717,4.9964,3.7137
2025-06-20,4.5423,4.2709,5.0002,3.7067
2025-06-23,4.5495,4.2727,4.9918,3.7212
2025-06-24,4.5294,4.2604,4.9984,3.6753
2025-06-25,4.5427,4.2479,4.9843,3.659
2025-06-26,4.5306,4.2479,4.9805,3.6222
2025-06-27,4.5307,4.2362,4.9721,3.6177
2025-06-30,4.5336,4.2419,4.9546,3.6164
2025-07-01,4.5495,4.2415,4.9487,3.593
2025-07-02,4.554,4.25,4.945,3.609
2025-07-03,4.563,4.2634,4.9376,3.6137
2025-07-04,4.551,4.2515,4.9339,3.6108
2025-07-07,4.55,4.2524,4.9258,3.6269
2025-07-08,4.537,4.2455,4.9189,3.6135
2025-07-09,4.5451,4.2399,4.9232,3.6198
2025-07-10,4.5535,4.2464,4.9265,3.6209
2025-07-11,4.5695,4.2563,4.9314,3.6432
2025-07-14,4.576,4.2614,4.9151,3.6475
2025-07-15,4.5732,4.2538,4.8942,3.6396
2025-07-16,4.5719,4.2585,4.9055,3.6631
2025-07-17,4.5662,4.2559,4.9195,3.6686
2025-07-18,4.5537,4.2509,4.9089,3.6535
2025-07-21,4.5554,4.2445,4.9041,3.6455
2025-07-22,4.5612,4.2531,4.9044,3.6353
2025-07-23,4.5746,4.2544,4.9102,3.626
2025-07-24,4.5543,4.2514,4.8974,3.6158
2025-07-25,4.5514,4.2544,4.8772,3.6228
2025-07-28,4.5607,4.2565,4.8911,3.6446
2025-07-29,4.588,4.2737,4.9284,3.6941
2025-07-30,4.5958,4.2732,4.943,3.6981
2025-07-31,4.5838,4.2661,4.9362,3.7257
2025-08-01,4.5937,4.2813,4.9398,3.7536
2025-08-04,4.57,4.2734,4.9091,3.6977
2025-08-05,4.5702,4.2763,4.9226,3.7066
2025-08-06,4.5733,4.282,4.9142,3.6994
2025-08-07,4.5249,4.2618,4.877,3.6477
2025-08-08,4.5237,4.2566,4.9141,3.6577
2025-08-11,4.5145,4.2533,4.9137,3.6495
2025-08-12,4.5311,4.2626,4.9427,3.6702
2025-08-13,4.5249,4.2586,4.9281,3.6353
2025-08-14,4.5296,4.2639,4.9592,3.6542
2025-08-18,4.5135,4.2558,4.9354,3.6434
2025-08-19,4.5077,4.242,4.9123,3.6332
2025-08-20,4.5226,4.2524,4.9329,3.654
2025-08-21,4.5307,4.2521,4.9123,3.6483
2025-08-22,4.5452,4.267,4.9341,3.6786
2025-08-25,4.5416,4.2627,4.918,3.6421
2025-08-26,4.5511,4.2657,4.9432,3.6716
2025-08-27,4.5623,4.2639,4.9468,3.6793
2025-08-28,4.5753,4.2681,4.9485,3.6658
2025-08-29,4.5659,4.2684,4.9269,3.6559
2025-09-01,4.542,4.2574,4.9108,3.6278
2025-09-02,4.5541,4.2651,4.9129,3.6626
2025-09-03,4.5436,4.2589,4.8987,3.6538
2025-09-04,4.5378,4.2553,4.9112,3.6501
2025-09-05,4.5257,4.2476,4.8975,3.6357
2025-09-08,4.5498,4.2484,4.8936,3.6214
2025-09-09,4.5614,4.254,4.91,3.6173
2025-09-10,4.5659,4.2604,4.9259,3.6414
2025-09-11,4.5611,4.2626,4.9276,3.6459
2025-09-12,4.5588,4.2593,4.9192,3.635
2025-09-15,4.5458,4.2476,4.9148,3.6188
2025-09-16,4.5486,4.2504,4.9095,3.6034
2025-09-17,4.5647,4.2559,4.8994,3.5919
2025-09-18,4.5601,4.2564,4.9085,3.5986
2025-09-19,4.5617,4.2666,4.8974,3.6278
2025-09-22,4.5651,4.2645,4.8933,3.6255
2025-09-23,4.5527,4.2552,4.8686,3.605
2025-09-24,4.566,4.2676,4.8879,3.6254
2025-09-25,4.5604,4.2619,4.8825,3.6295
2025-09-26,4.5705,4.2668,4.8819,3.6528
2025-09-29,4.5739,4.2688,4.892,3.6411
2025-09-30,4.5616,4.2692,4.883,3.6315
2025-10-01,4.5542,4.2586,4.8812,3.6245
2025-10-02,4.5475,4.256,4.89,3.621
2025-10-03,4.5527,4.2559,4.8784,3.6253
